date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:23:02	49633/49633	---M-Z	200	added ('OK')	text/css	etag:0x8DC913A4DF1C7FF	https://github.githubassets.com/assets/dark_tritanopia-1911f0cf0db4.css	C:/My%20Web%20Site/rr/github.githubassets.com/assets/dark_tritanopia-1911f0cf0db4.css	(from https://github.com/aziz5155/amazon.com)
11:23:02	8531/8531	---M-Z	200	added ('OK')	text/css	etag:0x8DC913A4F6C3759	https://github.githubassets.com/assets/primer-primitives-8500c2c7ce5f.css	C:/My%20Web%20Site/rr/github.githubassets.com/assets/primer-primitives-8500c2c7ce5f.css	(from https://github.com/aziz5155/amazon.com)
11:23:02	341355/341355	---M-Z	200	added ('OK')	text/css	etag:0x8DC97A0E877963F	https://github.githubassets.com/assets/primer-61560ce103d3.css	C:/My%20Web%20Site/rr/github.githubassets.com/assets/primer-61560ce103d3.css	(from https://github.com/aziz5155/amazon.com)
11:23:02	289104/289104	---M-Z	200	added ('OK')	text/css	etag:0x8DC94898D3E2DB6	https://github.githubassets.com/assets/global-526475a50099.css	C:/My%20Web%20Site/rr/github.githubassets.com/assets/global-526475a50099.css	(from https://github.com/aziz5155/amazon.com)
11:23:02	127184/127184	---M-Z	200	added ('OK')	text/css	etag:0x8DC96D4CB9BAB76	https://github.githubassets.com/assets/github-0c7b5281bcc9.css	C:/My%20Web%20Site/rr/github.githubassets.com/assets/github-0c7b5281bcc9.css	(from https://github.com/aziz5155/amazon.com)
11:23:03	30437/30437	---M-Z	200	added ('OK')	text/css	etag:0x8DC95FF02A0F47F	https://github.githubassets.com/assets/repository-7247b57543b3.css	C:/My%20Web%20Site/rr/github.githubassets.com/assets/repository-7247b57543b3.css	(from https://github.com/aziz5155/amazon.com)
11:23:03	32395/32395	---M-Z	200	added ('OK')	text/css	etag:0x8DC95FF010EAB9D	https://github.githubassets.com/assets/code-68246ade0881.css	C:/My%20Web%20Site/rr/github.githubassets.com/assets/code-68246ade0881.css	(from https://github.com/aziz5155/amazon.com)
11:23:03	50592/50592	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC9D0D9EE6A781	https://github.githubassets.com/assets/wp-runtime-fd59e65a3e44.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/wp-runtime-fd59e65a3e44.js	(from https://github.com/aziz5155/amazon.com)
11:23:03	21258/21258	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC6F7813A19979	https://github.githubassets.com/assets/vendors-node_modules_dompurify_dist_purify_js-810e4b1b9abd.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_dompurify_dist_purify_js-810e4b1b9abd.js	(from https://github.com/aziz5155/amazon.com)
11:23:04	9608/9608	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC7C0B1E5EC962	https://github.githubassets.com/assets/vendors-node_modules_oddbird_popover-polyfill_dist_popover_js-4ac41d0a76fd.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_oddbird_popover-polyfill_dist_popover_js-4ac41d0a76fd.js	(from https://github.com/aziz5155/amazon.com)
11:23:04	14279/14279	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC96E2792B7D75	https://github.githubassets.com/assets/vendors-node_modules_github_mini-throttle_dist_index_js-node_modules_smoothscroll-polyfill_di-75db2e-e091a6d939e9.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_github_mini-throttle_dist_index_js-node_modules_smoothscroll-polyfill_di-75db2e-e091a6d939e9.js	(from https://github.com/aziz5155/amazon.com)
11:23:04	13360/13360	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC979F8C251308	https://github.githubassets.com/assets/environment-a36e9a1c67ad.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/environment-a36e9a1c67ad.js	(from https://github.com/aziz5155/amazon.com)
11:23:04	8912/8912	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC8F0F01DFE968	https://github.githubassets.com/assets/vendors-node_modules_primer_behaviors_dist_esm_focus-zone_js-03bcda509ec9.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_primer_behaviors_dist_esm_focus-zone_js-03bcda509ec9.js	(from https://github.com/aziz5155/amazon.com)
11:23:05	9584/9584	---M-Z	200	added ('OK')	application/javascript	etag:0x8DBD4BAB420D672	https://github.githubassets.com/assets/vendors-node_modules_github_selector-observer_dist_index_esm_js-9f960d9b217c.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_github_selector-observer_dist_index_esm_js-9f960d9b217c.js	(from https://github.com/aziz5155/amazon.com)
11:23:05	18377/18377	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC6F7813A51800	https://github.githubassets.com/assets/vendors-node_modules_github_auto-complete-element_dist_index_js-node_modules_github_details-d-ed9a97-dfdebffa4a55.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_github_auto-complete-element_dist_index_js-node_modules_github_details-d-ed9a97-dfdebffa4a55.js	(from https://github.com/aziz5155/amazon.com)
11:23:05	11596/11596	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC6F781431EC7E	https://github.githubassets.com/assets/vendors-node_modules_github_text-expander-element_dist_index_js-b2135edb5ced.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_github_text-expander-element_dist_index_js-b2135edb5ced.js	(from https://github.com/aziz5155/amazon.com)
11:23:05	21534/21534	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC96E2792ABAFD	https://github.githubassets.com/assets/vendors-node_modules_github_mini-throttle_dist_index_js-node_modules_delegated-events_dist_in-3efda3-bd1c71f99e25.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_github_mini-throttle_dist_index_js-node_modules_delegated-events_dist_in-3efda3-bd1c71f99e25.js	(from https://github.com/aziz5155/amazon.com)
11:23:05	18562/18562	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC6F7813D32028	https://github.githubassets.com/assets/vendors-node_modules_github_filter-input-element_dist_index_js-node_modules_github_remote-inp-b7d8f4-6e6f83bcc978.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_github_filter-input-element_dist_index_js-node_modules_github_remote-inp-b7d8f4-6e6f83bcc978.js	(from https://github.com/aziz5155/amazon.com)
11:23:06	8841/8841	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC95E9B9767DC9	https://github.githubassets.com/assets/vendors-node_modules_github_catalyst_lib_index_js-node_modules_github_clipboard-copy-element_-782ca5-14181f295dc0.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_github_catalyst_lib_index_js-node_modules_github_clipboard-copy-element_-782ca5-14181f295dc0.js	(from https://github.com/aziz5155/amazon.com)
11:23:06	121952/121952	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC9A05AEEA5CBA	https://github.githubassets.com/assets/vendors-node_modules_github_file-attachment-element_dist_index_js-node_modules_primer_view-co-c238a4-a49e223f0ca2.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_github_file-attachment-element_dist_index_js-node_modules_primer_view-co-c238a4-a49e223f0ca2.js	(from https://github.com/aziz5155/amazon.com)
11:23:06	13082/13082	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC979F8AB23CB3	https://github.githubassets.com/assets/app_assets_modules_github_onfocus_ts-ui_packages_trusted-types-policies_policy_ts-ui_packages-6fe316-d97d91568d25.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/app_assets_modules_github_onfocus_ts-ui_packages_trusted-types-policies_policy_ts-ui_packages-6fe316-d97d91568d25.js	(from https://github.com/aziz5155/amazon.com)
11:23:06	32912/32912	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC96BF4BD78532	https://github.githubassets.com/assets/github-elements-a67805df382e.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/github-elements-a67805df382e.js	(from https://github.com/aziz5155/amazon.com)
11:23:07	46023/46023	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC9D0D9CAB8DAA	https://github.githubassets.com/assets/element-registry-91d3d26e0e37.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/element-registry-91d3d26e0e37.js	(from https://github.com/aziz5155/amazon.com)
11:23:07	9262/9262	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC7A9F318E7354	https://github.githubassets.com/assets/vendors-node_modules_github_catalyst_lib_index_js-node_modules_github_hydro-analytics-client_-4da1df-b779d50bdb3a.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_github_catalyst_lib_index_js-node_modules_github_hydro-analytics-client_-4da1df-b779d50bdb3a.js	(from https://github.com/aziz5155/amazon.com)
11:23:07	23172/23172	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC96E279061E22	https://github.githubassets.com/assets/vendors-node_modules_braintree_browser-detection_dist_browser-detection_js-node_modules_stack-68835d-59206c834a41.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_braintree_browser-detection_dist_browser-detection_js-node_modules_stack-68835d-59206c834a41.js	(from https://github.com/aziz5155/amazon.com)
11:23:07	16015/16015	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC6F78142D5DBE	https://github.githubassets.com/assets/vendors-node_modules_lit-html_lit-html_js-cc7cb714ead5.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_lit-html_lit-html_js-cc7cb714ead5.js	(from https://github.com/aziz5155/amazon.com)
11:23:08	5842/5842	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC96E27929D1A2	https://github.githubassets.com/assets/vendors-node_modules_github_mini-throttle_dist_index_js-node_modules_morphdom_dist_morphdom-e-7c534c-38ef9cb819da.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_github_mini-throttle_dist_index_js-node_modules_morphdom_dist_morphdom-e-7c534c-38ef9cb819da.js	(from https://github.com/aziz5155/amazon.com)
11:23:08	77303/77303	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC6F78143BA58C	https://github.githubassets.com/assets/vendors-node_modules_github_turbo_dist_turbo_es2017-esm_js-1cea0f5eff45.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_github_turbo_dist_turbo_es2017-esm_js-1cea0f5eff45.js	(from https://github.com/aziz5155/amazon.com)
11:23:08	9919/9919	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC6F7813D95AB0	https://github.githubassets.com/assets/vendors-node_modules_github_remote-form_dist_index_js-node_modules_delegated-events_dist_inde-893f9f-880ac2bbb719.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_github_remote-form_dist_index_js-node_modules_delegated-events_dist_inde-893f9f-880ac2bbb719.js	(from https://github.com/aziz5155/amazon.com)
11:23:08	13203/13203	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC9552C260EB74	https://github.githubassets.com/assets/vendors-node_modules_scroll-anchoring_dist_scroll-anchoring_esm_js-node_modules_github_hotkey-1a1d91-56e858031112.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_scroll-anchoring_dist_scroll-anchoring_esm_js-node_modules_github_hotkey-1a1d91-56e858031112.js	(from https://github.com/aziz5155/amazon.com)
11:23:09	13280/13280	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC7A5B6D48FD1F	https://github.githubassets.com/assets/vendors-node_modules_color-convert_index_js-cdd1e82b3795.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_color-convert_index_js-cdd1e82b3795.js	(from https://github.com/aziz5155/amazon.com)
11:23:09	8877/8877	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC6F7814321362	https://github.githubassets.com/assets/vendors-node_modules_primer_behaviors_dist_esm_dimensions_js-node_modules_github_jtml_lib_index_js-b1947a1d4855.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_primer_behaviors_dist_esm_dimensions_js-node_modules_github_jtml_lib_index_js-b1947a1d4855.js	(from https://github.com/aziz5155/amazon.com)
11:23:09	8864/8864	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC6F7814310325	https://github.githubassets.com/assets/vendors-node_modules_github_session-resume_dist_index_js-node_modules_primer_behaviors_dist_e-da6ec6-77ce2f267f4e.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_github_session-resume_dist_index_js-node_modules_primer_behaviors_dist_e-da6ec6-77ce2f267f4e.js	(from https://github.com/aziz5155/amazon.com)
11:23:09	32253/32253	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC863A3358070D	https://github.githubassets.com/assets/vendors-node_modules_github_quote-selection_dist_index_js-node_modules_github_textarea-autosi-9e0349-7c78ee755ad3.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_github_quote-selection_dist_index_js-node_modules_github_textarea-autosi-9e0349-7c78ee755ad3.js	(from https://github.com/aziz5155/amazon.com)
11:23:09	20799/20799	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC979F8AB28A79	https://github.githubassets.com/assets/app_assets_modules_github_updatable-content_ts-fd68b41b03a0.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/app_assets_modules_github_updatable-content_ts-fd68b41b03a0.js	(from https://github.com/aziz5155/amazon.com)
11:23:10	14855/14855	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC96EE415C813C	https://github.githubassets.com/assets/app_assets_modules_github_behaviors_task-list_ts-app_assets_modules_github_onfocus_ts-app_ass-421cec-4a1d8a9ad687.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/app_assets_modules_github_behaviors_task-list_ts-app_assets_modules_github_onfocus_ts-app_ass-421cec-4a1d8a9ad687.js	(from https://github.com/aziz5155/amazon.com)
11:23:10	10239/10239	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC8BE9B188AC5B	https://github.githubassets.com/assets/app_assets_modules_github_sticky-scroll-into-view_ts-4dd22d959621.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/app_assets_modules_github_sticky-scroll-into-view_ts-4dd22d959621.js	(from https://github.com/aziz5155/amazon.com)
11:23:10	17035/17035	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC96F58EE841B0	https://github.githubassets.com/assets/app_assets_modules_github_behaviors_ajax-error_ts-app_assets_modules_github_behaviors_include-467754-acdbd37f0cc6.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/app_assets_modules_github_behaviors_ajax-error_ts-app_assets_modules_github_behaviors_include-467754-acdbd37f0cc6.js	(from https://github.com/aziz5155/amazon.com)
11:23:10	11907/11907	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC8BE9B182BF90	https://github.githubassets.com/assets/app_assets_modules_github_behaviors_commenting_edit_ts-app_assets_modules_github_behaviors_ht-83c235-26fa06a2383b.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/app_assets_modules_github_behaviors_commenting_edit_ts-app_assets_modules_github_behaviors_ht-83c235-26fa06a2383b.js	(from https://github.com/aziz5155/amazon.com)
11:23:11	6058/6058	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC91632160B1EE	https://github.githubassets.com/assets/app_assets_modules_github_blob-anchor_ts-app_assets_modules_github_filter-sort_ts-app_assets_-c96432-a9a6d17d145c.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/app_assets_modules_github_blob-anchor_ts-app_assets_modules_github_filter-sort_ts-app_assets_-c96432-a9a6d17d145c.js	(from https://github.com/aziz5155/amazon.com)
11:23:11	230305/230305	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC96F1389F65E4	https://github.githubassets.com/assets/behaviors-ac844bd01e4d.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/behaviors-ac844bd01e4d.js	(from https://github.com/aziz5155/amazon.com)
11:23:11	11676/11676	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC26EE9E556F64	https://github.githubassets.com/assets/vendors-node_modules_delegated-events_dist_index_js-node_modules_github_catalyst_lib_index_js-06ff531-2ea61fcc9a71.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_delegated-events_dist_index_js-node_modules_github_catalyst_lib_index_js-06ff531-2ea61fcc9a71.js	(from https://github.com/aziz5155/amazon.com)
11:23:11	11668/11668	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC8BE9B599D490	https://github.githubassets.com/assets/notifications-global-ce1721184096.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/notifications-global-ce1721184096.js	(from https://github.com/aziz5155/amazon.com)
11:23:11	12386/12386	---M-Z	200	added ('OK')	application/javascript	etag:0x8DBD4BAB47FF086	https://github.githubassets.com/assets/vendors-node_modules_virtualized-list_es_index_js-node_modules_github_template-parts_lib_index_js-878844713bc9.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_virtualized-list_es_index_js-node_modules_github_template-parts_lib_index_js-878844713bc9.js	(from https://github.com/aziz5155/amazon.com)
11:23:12	23254/23254	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC7A9F31BBB8FC	https://github.githubassets.com/assets/vendors-node_modules_github_remote-form_dist_index_js-node_modules_delegated-events_dist_inde-e53a3f-52039a64560e.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_github_remote-form_dist_index_js-node_modules_delegated-events_dist_inde-e53a3f-52039a64560e.js	(from https://github.com/aziz5155/amazon.com)
11:23:12	10111/10111	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC8BE9B187C306	https://github.githubassets.com/assets/app_assets_modules_github_ref-selector_ts-75a3ab0a8783.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/app_assets_modules_github_ref-selector_ts-75a3ab0a8783.js	(from https://github.com/aziz5155/amazon.com)
11:23:12	31442/31442	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC979F8BA54F40	https://github.githubassets.com/assets/codespaces-db45f047ba18.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/codespaces-db45f047ba18.js	(from https://github.com/aziz5155/amazon.com)
11:23:12	22072/22072	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC96E279070780	https://github.githubassets.com/assets/vendors-node_modules_github_filter-input-element_dist_index_js-node_modules_github_remote-inp-5b684a-3637aaaec00b.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_github_filter-input-element_dist_index_js-node_modules_github_remote-inp-5b684a-3637aaaec00b.js	(from https://github.com/aziz5155/amazon.com)
11:23:13	27359/27359	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC96EE44541A9F	https://github.githubassets.com/assets/vendors-node_modules_github_file-attachment-element_dist_index_js-node_modules_github_mini-th-9dbbd2-d7a3fae24e68.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_github_file-attachment-element_dist_index_js-node_modules_github_mini-th-9dbbd2-d7a3fae24e68.js	(from https://github.com/aziz5155/amazon.com)
11:23:13	9146/9146	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC979F8AB1C80B	https://github.githubassets.com/assets/app_assets_modules_github_repositories_get-repo-element_ts-6258973fbfd5.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/app_assets_modules_github_repositories_get-repo-element_ts-6258973fbfd5.js	(from https://github.com/aziz5155/amazon.com)
11:23:13	72071/72071	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC9A05AE2B18D1	https://github.githubassets.com/assets/repositories-ff512d343c0e.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/repositories-ff512d343c0e.js	(from https://github.com/aziz5155/amazon.com)
11:23:13	7189/7189	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC96E2792825D3	https://github.githubassets.com/assets/vendors-node_modules_github_mini-throttle_dist_index_js-node_modules_github_catalyst_lib_inde-dbbea9-bac2d7b04358.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_github_mini-throttle_dist_index_js-node_modules_github_catalyst_lib_inde-dbbea9-bac2d7b04358.js	(from https://github.com/aziz5155/amazon.com)
11:23:13	398/398	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC96E274FDD2A8	https://github.githubassets.com/assets/code-menu-14f80622cb85.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/code-menu-14f80622cb85.js	(from https://github.com/aziz5155/amazon.com)
11:23:14	214545/214545	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC7F272B783C48	https://github.githubassets.com/assets/react-lib-a89cbd87a1e0.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/react-lib-a89cbd87a1e0.js	(from https://github.com/aziz5155/amazon.com)
11:23:14	735235/735235	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC99FE847DE7CD	https://github.githubassets.com/assets/vendors-node_modules_github_mini-throttle_dist_index_js-node_modules_primer_octicons-react_di-b40d97-9b98c5140e22.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_github_mini-throttle_dist_index_js-node_modules_primer_octicons-react_di-b40d97-9b98c5140e22.js	(from https://github.com/aziz5155/amazon.com)
11:23:14	16059/16059	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC7A9F3211B5A7	https://github.githubassets.com/assets/vendors-node_modules_primer_react_lib-esm_Box_Box_js-5a335cbe71ad.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_primer_react_lib-esm_Box_Box_js-5a335cbe71ad.js	(from https://github.com/aziz5155/amazon.com)
11:23:14	14118/14118	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC8EDE7A03E659	https://github.githubassets.com/assets/vendors-node_modules_primer_react_lib-esm_Button_Button_js-83e3876ae2f4.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_primer_react_lib-esm_Button_Button_js-83e3876ae2f4.js	(from https://github.com/aziz5155/amazon.com)
11:23:14	18993/18993	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC7AA9531BC96B	https://github.githubassets.com/assets/vendors-node_modules_primer_react_lib-esm_TooltipV2_Tooltip_js-bf3e8e618a5c.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_primer_react_lib-esm_TooltipV2_Tooltip_js-bf3e8e618a5c.js	(from https://github.com/aziz5155/amazon.com)
11:23:15	25977/25977	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC94755ACAA67C	https://github.githubassets.com/assets/vendors-node_modules_clsx_dist_clsx_m_js-node_modules_primer_react_node_modules_primer_octico-c56103-69406d13de9c.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_clsx_dist_clsx_m_js-node_modules_primer_react_node_modules_primer_octico-c56103-69406d13de9c.js	(from https://github.com/aziz5155/amazon.com)
11:23:15	26358/26358	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC9528DF6354BB	https://github.githubassets.com/assets/vendors-node_modules_primer_react_lib-esm_ActionList_index_js-71451907bb28.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_primer_react_lib-esm_ActionList_index_js-71451907bb28.js	(from https://github.com/aziz5155/amazon.com)
11:23:15	14146/14146	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC94755B6B6199	https://github.githubassets.com/assets/vendors-node_modules_primer_react_lib-esm_Text_Text_js-node_modules_primer_react_lib-esm_Text-7845da-072b25840dd1.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_primer_react_lib-esm_Text_Text_js-node_modules_primer_react_lib-esm_Text-7845da-072b25840dd1.js	(from https://github.com/aziz5155/amazon.com)
11:23:15	13070/13070	---M-Z	200	added ('OK')	application/javascript	etag:0x8DC869FA62710B3	https://github.githubassets.com/assets/vendors-node_modules_primer_react_lib-esm_ActionMenu_ActionMenu_js-node_modules_primer_react_-5b2420-de3627095d51.js	C:/My%20Web%20Site/rr/github.githubassets.com/assets/vendors-node_modules_primer_react_lib-esm_ActionMenu_ActionMenu_js-node_modules_primer_react_-5b2420-de3627095d51.js	(from https://github.com/aziz5155/amazon.com)
